email,encrypted_password,username,first_name,last_name,reset_password_token,reset_password_sent_at,remember_created_at,sign_in_count,current_sign_in_at,last_sign_in_at,current_sign_in_ip,last_sign_in_ip,session_token,created_at,updated_at,confirmation_token,confirmed_at,confirmation_sent_at,unconfirmed_email,isModerator
h@a232.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a232,Dwayne,Wade,,,,-17.1025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a233.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a233,Manu,Ginobili,,,,-17.17948718,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a234.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a234,Stephen,Curry,,,,-17.25641026,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a235.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a235,Kevin,Durant,,,,-17.33333333,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a236.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a236,Harsha,Pitawela,,,,-17.41025641,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a237.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a237,Michael,Jordan,,,,-17.48717949,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a238.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a238,Kobe,Bryant,,,,-17.56410256,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a239.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a239,Dwayne,Wade,,,,-17.64102564,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a240.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a240,Manu,Ginobili,,,,-17.71794872,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a241.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a241,Harsha,Pitawela,,,,-17.79487179,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a242.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a242,Michael,Jordan,,,,-17.87179487,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a243.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a243,Kobe,Bryant,,,,-17.94871795,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a244.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a244,Dwayne,Wade,,,,-18.02564103,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a245.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a245,Manu,Ginobili,,,,-18.1025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a246.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a246,Stephen,Curry,,,,-18.17948718,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a247.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a247,Kevin,Durant,,,,-18.25641026,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a248.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a248,Harsha,Pitawela,,,,-18.33333333,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a249.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a249,Michael,Jordan,,,,-18.41025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a250.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a250,Kobe,Bryant,,,,-18.48717949,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a251.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a251,Dwayne,Wade,,,,-18.56410256,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a252.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a252,Manu,Ginobili,,,,-18.64102564,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a253.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a253,Harsha,Pitawela,,,,-18.71794872,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a254.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a254,Michael,Jordan,,,,-18.79487179,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a255.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a255,Kobe,Bryant,,,,-18.87179487,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a256.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a256,Dwayne,Wade,,,,-18.94871795,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a257.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a257,Manu,Ginobili,,,,-19.02564103,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a258.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a258,Stephen,Curry,,,,-19.1025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a259.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a259,Kevin,Durant,,,,-19.17948718,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a260.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a260,Harsha,Pitawela,,,,-19.25641026,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a261.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a261,Michael,Jordan,,,,-19.33333333,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a262.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a262,Kobe,Bryant,,,,-19.41025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a263.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a263,Dwayne,Wade,,,,-19.48717949,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a264.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a264,Manu,Ginobili,,,,-19.56410256,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a265.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a265,Harsha,Pitawela,,,,-19.64102564,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a266.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a266,Michael,Jordan,,,,-19.71794872,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a267.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a267,Kobe,Bryant,,,,-19.79487179,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a268.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a268,Dwayne,Wade,,,,-19.87179487,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a269.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a269,Manu,Ginobili,,,,-19.94871795,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a270.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a270,Stephen,Curry,,,,-20.02564103,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a271.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a271,Kevin,Durant,,,,-20.1025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a272.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a272,Harsha,Pitawela,,,,-20.17948718,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a273.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a273,Michael,Jordan,,,,-20.25641026,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a274.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a274,Kobe,Bryant,,,,-20.33333333,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a275.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a275,Dwayne,Wade,,,,-20.41025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a276.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a276,Manu,Ginobili,,,,-20.48717949,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a277.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a277,Harsha,Pitawela,,,,-20.56410256,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a278.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a278,Michael,Jordan,,,,-20.64102564,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a279.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a279,Kobe,Bryant,,,,-20.71794872,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a280.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a280,Dwayne,Wade,,,,-20.79487179,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a281.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a281,Manu,Ginobili,,,,-20.87179487,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a282.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a282,Stephen,Curry,,,,-20.94871795,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a283.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a283,Kevin,Durant,,,,-21.02564103,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a284.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a284,Harsha,Pitawela,,,,-21.1025641,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a285.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a285,Michael,Jordan,,,,-21.17948718,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a286.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a286,Kobe,Bryant,,,,-21.25641026,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a287.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a287,Dwayne,Wade,,,,-21.33333333,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a288.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a288,Manu,Ginobili,,,,-21.41025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a289.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a289,Harsha,Pitawela,,,,-21.48717949,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a290.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a290,Michael,Jordan,,,,-21.56410256,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a291.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a291,Kobe,Bryant,,,,-21.64102564,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a292.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a292,Dwayne,Wade,,,,-21.71794872,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a293.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a293,Manu,Ginobili,,,,-21.79487179,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a294.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a294,Stephen,Curry,,,,-21.87179487,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a295.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a295,Kevin,Durant,,,,-21.94871795,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a296.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a296,Harsha,Pitawela,,,,-22.02564103,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a297.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a297,Michael,Jordan,,,,-22.1025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a298.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a298,Kobe,Bryant,,,,-22.17948718,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a299.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a299,Dwayne,Wade,,,,-22.25641026,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a300.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a300,Manu,Ginobili,,,,-22.33333333,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a301.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a301,Harsha,Pitawela,,,,-22.41025641,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a302.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a302,Michael,Jordan,,,,-22.48717949,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a303.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a303,Kobe,Bryant,,,,-22.56410256,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a304.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a304,Dwayne,Wade,,,,-22.64102564,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a305.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a305,Manu,Ginobili,,,,-22.71794872,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a306.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a306,Stephen,Curry,,,,-22.79487179,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a307.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a307,Kevin,Durant,,,,-22.87179487,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a308.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a308,Harsha,Pitawela,,,,-22.94871795,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a309.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a309,Michael,Jordan,,,,-23.02564103,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a310.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a310,Kobe,Bryant,,,,-23.1025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a311.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a311,Dwayne,Wade,,,,-23.17948718,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a312.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a312,Manu,Ginobili,,,,-23.25641026,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a313.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a313,Harsha,Pitawela,,,,-23.33333333,10:56.6,17:38.4,::1,::1,,01:53.6,10:56.6,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a314.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a314,Michael,Jordan,,,,-23.41025641,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a315.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a315,Kobe,Bryant,,,,-23.48717949,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a316.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a316,Dwayne,Wade,,,,-23.56410256,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a317.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a317,Manu,Ginobili,,,,-23.64102564,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a318.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a318,Stephen,Curry,,,,-23.71794872,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
h@a319.com,$2a$10$CX7ijvp8NGdVO9XSR2hil.Uw3SK4VnX5u56EDHHHJ/hZd3ri8qEfu,a319,Kevin,Durant,,,,-23.79487179,05:02.2,05:02.2,::1,::1,,01:53.6,05:02.2,prnFe1Nd9BtByKWyJUCv,04:53.3,01:53.6,,f
